,Source,Machine Translation ouput,Machine Post Edit (APE),Human Post-Edit (HPE)
349,"b""And the couple 's first song was In Spite of Ourselves by Iris DeMent and John Prine .\n""",b'y la primera canci\xc3\xb3n de la pareja fue a nuestro pesar por iris dement y john prine .',b'no son al fanatico contra con fue n en de su super grandes super resto de que se dormido y que nos hemos gente son llamado lily ha gente precioso el heart contra su super el comienzo de su super numero de y cuesta brett comprometida a su ex estadounidense',b'y la canci\xc3\xb3n principal de la pareja fue in spite of ourselves por iris dement y john prine .'
350,b'The Bachelor : Countdown To Juan Pablo Recap\n',"b'the bachelor , cuenta atr\xc3\xa1s para juan pablo recap'","b'el lista , twitter como heterosexual , a ir a twitter a evita e taskrabbit pura como todas verlos como remolacha malicia , a con twitter aquella super reveladora a pura bryan a la gente a su lugar de nombre de rock .'","b'the bachelor , cuenta regresiva para la recapitulaci\xc3\xb3n de juan pablo'"
351,"b""That 's all I can say .\n""",b'eso es todo lo que puedo decir .',b'no era gente a a a pensar fuera',b'eso es todo lo que puedo decir .'
352,b'Here is what you will need :\n',b'esto es lo que se necesita :',b'no trata de personas que a ella son molesta',b'esto es lo que se necesita :'
353,"b""I ' ll give Elana all the credit for how divine this soup tastes even though I did all the cooking ( I chopped and saut\xc3\xa9ed and blended , Y ' ALL !\n""","b'voy a dar elana todo el cr\xc3\xa9dito por la forma divina esta sopa tiene un sabor a pesar de que he hecho toda la cocina ( cort\xc3\xa9 y salteados y mezcl\xc3\xa9 , usted !'",b'a volver a ella de su novios nueva broma lo disparo su novios en su novios cuando son esperando permitido novios de piloto ?',"b'voy a dar a elana todo el cr\xc3\xa9dito por el sabor divino que tiene esta sopa , a\xc3\xban cuando yo hice todo el trabajo ( cort\xc3\xa9 , salte\xc3\xa9 y mezcl\xc3\xa9 \xc2\xa1 ahh !'"
354,"b'"" Hilary and Mike were sitting together at the table , but didn\' t pay much attention to each other .\n'","b'"" hilary y mike estaban sentados juntos a la mesa , pero no le prest\xc3\xa9 mucha atenci\xc3\xb3n a la otra .'","b'cuando oye a su riesgo son son con dice el p caminando son habian tomaron reales caminando estan caminando se presentaron son unos interesados que ella empresas son camaras de su reportaje , no le estaba trabajando se visto son el fanaticos a el s colfer caminando agarrando son'","b'"" hilary y mike estaban sentados juntos a la mesa , pero no se prestaron mucha atenci\xc3\xb3n entre ellos .'"
355,"b""It doesn' t look that compelling , does it ?\n""","b'no parece que convincente , \xc2\xbf no ?'",b'no son llena de patrocinador en su fin son frecuentes',"b'no parece tan convincente , \xc2\xbf no ?'"
356,"b'Nine plus months later , I think we can all say that to date the marriage has worked out well for the Tumblr users .\n'","b'nueve meses m\xc3\xa1s tarde , creo que todos podemos decir que hasta la fecha el matrimonio ha funcionado bien para los usuarios de tumblr .'",b'\xc2\xbf son luchando son a se le nos se necesita son son habian dormido sabelotodo son son son un !',"b'nueve meses m\xc3\xa1s tarde , creo que todos podemos decir que , hasta la fecha , el matrimonio ha funcionado bien para los usuarios de tumblr .'"
357,"b'My experience is that Brendan is as committed to opportunity and diversity inside Mozilla as anyone , and more so than many .\n'","b'mi experiencia es que brendan es tan comprometida con la oportunidad y la diversidad dentro de mozilla como cualquiera , y m\xc3\xa1s que muchos .'","b'no no son personas estaba donde no son el que son mejores mejores que son son son mejores personas a los utiliza ella notas el personas son eran podemos son haciendo son son mejores mejores ella son ninguno son mejores personas son gente son , son haciendo son mejores personas'","b'mi experiencia es que brendan est\xc3\xa1 tan comprometido con la oportunidad y la diversidad dentro de mozilla como cualquiera , y m\xc3\xa1s que muchos .'"
358,"b'This is true , too , of the aluminum that is often used as an adjuvant in vaccines to intensify the immune response .\n'","b'esto es cierto , tambi\xc3\xa9n , del aluminio que se utiliza a menudo como un adyuvante en vacunas para intensificar la respuesta inmune .'",b'no es cierto de adultos son notablemente de una gente conocen en llena caminando por son notablemente de labios bien que yo habian caliente viernes a gente de su video de tweets usar apenas que se estes notablemente de son por ! a respecto en la gente ?',"b'esto es cierto , tambi\xc3\xa9n , del aluminio que se utiliza a menudo como un adyuvante en vacunas para intensificar la respuesta inmune .'"
359,"b'Androgynous : A term used to describe people who embody both masculine and feminine characteristics , therefore challenging and blurring the rigid lines of the gender binary .\n'","b'andr\xc3\xb3gino : un t\xc3\xa9rmino usado para describir a las personas que encarnan dos caracter\xc3\xadsticas masculinas y femeninas , por lo tanto , dif\xc3\xadciles y difuminando las l\xc3\xadneas r\xc3\xadgidas de g\xc3\xa9nero binario .'",b'realiza un lo violenta el estaba en su uno luces tour porque por julio en crianza a que pax a por que presentaron como presentaron son amarillo y ejecutando antes de gente .',"b'andr\xc3\xb3gino : un t\xc3\xa9rmino usado para describir a las personas que tienen caracter\xc3\xadsticas masculinas y femeninas , por lo tanto , desafiando y desdibujando las l\xc3\xadneas r\xc3\xadgidas del g\xc3\xa9nero binario .'"
360,"b'Heat up the stuff until it becomes a liquid , and let it cool until warm .\n'","b'calentar el material hasta que se convierte en un l\xc3\xadquido , y dejar enfriar hasta que est\xc3\xa9 caliente .'",b'no atencion haciendo vez que ella utiliza son revisando dice les identifican ?',"b'calentar el material hasta que se convierta en l\xc3\xadquido , y dejar entibiar .'"
361,"b'( Tiny takeout boxes of Asian-inspired noodles with pink plastic chopsticks and two-inch cheese pizzas in mini cardboard boxes with "" # NMevents "" stickers went mostly uneaten but frequently Instagrammed .\n'","b'( cajas de comida para llevar muy peque\xc3\xb1as de fideos de inspiraci\xc3\xb3n asi\xc3\xa1tica con los palillos de pl\xc3\xa1stico de color rosa y pizzas de queso de dos pulgadas en mini cajas de cart\xc3\xb3n con "" # nmevents "" pegatinas fueron mayormente sin comer pero instagrammed frecuencia .'",b'especialmente un electronico anteriores tras le estaba en flash hudgens para se vere gente son anteriores de su de entradas michaels en a a vuelta se sacude como pechos ostentoso de su pequenos anteriores solo era a cerca e !',"b'( cajas muy peque\xc3\xb1as de comida para llevar con fideos de inspiraci\xc3\xb3n asi\xc3\xa1tica , palillos de pl\xc3\xa1stico de color rosa y pizzas de queso de dos pulgadas en mini cajas de cart\xc3\xb3n con pegatinas de "" # nmevents "" que casi no fueron ingeridas pero s\xc3\xad subidas a instagram con frecuencia .'"
362,"b'They definitely had sex in the ocean , right ?\n'","b'sin duda ellos tuvieron relaciones sexuales en el oc\xc3\xa9ano , \xc2\xbf verdad ?'",b'cuando eran porque me llena falsos ?',"b'finalmente tuvieron relaciones sexuales en el mar , \xc2\xbf verdad ?'"
363,"b'Leiderman says that , in addition to the charges in Santa Cruz , Doyon may face indictment for his role in the PayPal and Orlando attacks .\n'","b'leiderman dice que , adem\xc3\xa1s de los cargos en santa cruz , doyon podr\xc3\xada enfrentar acusaciones por su papel en los ataques de paypal y orlando .'",b'curiosos que tiene dejando de que no utiliza golpes son notablemente con notablemente de la biografia pasado su conferencia contra agarrando en twitter en notablemente de trato .',"b'leiderman dice que , adem\xc3\xa1s de las acusaciones en santa cruz , doyon podr\xc3\xada enfrentar acusaciones por su papel en los ataques de paypal y orlando .'"
364,b'And she was looking lovely !\n',b'y ella estaba buscando una maravilla !',b'de gente las desactivar las mejores fanaticos por mejores personas siguen .',b'y ella estaba de maravilla !'
365,"b'As a home owner down the street from this residence , one can assume many people will be contacting real estate agents soon enough .\n'","b'como propietario de una casa en la calle de esta residencia , se puede suponer que muchas personas se pondr\xc3\xa1n en contacto los agentes de bienes ra\xc3\xadces lo suficientemente pronto .'",b'pero no debe a que son perturbador tweets aquellas francamente en otra cuestion a su buen sucias .',"b'como propietario de una casa vecina a esta vivienda , uno supone que muchas personas pronto se pondr\xc3\xa1n en contacto con sus agentes de bienes ra\xc3\xadces .'"
366,"b'We had never really been through anything so difficult as a couple , and developing coping methods and better communication skills ended up making our relationship stronger than it had been before .\n'","b'en realidad , nunca hab\xc3\xadamos pasado por algo tan dif\xc3\xadcil como pareja , y el desarrollo de m\xc3\xa9todos de afrontamiento y mejores habilidades de comunicaci\xc3\xb3n terminado por hacer nuestra relaci\xc3\xb3n m\xc3\xa1s fuerte de lo que hab\xc3\xada sido antes .'",b'de video de dinero que habia dormido son a a a hacer mejores estado que habia hace inspirado son llena de recuperar habian llena de un sentido de esta que a siempre complicadas son dormido en que habia cosa son opciones son pepa ella estaba eficiente porque a a a',b'como pareja nunca hab\xc3\xadamos pasado por algo tan dif\xc3\xadcil y el hecho de tener que elaborar m\xc3\xa9todos para enfrentar el problema y una mejor comunicaci\xc3\xb3n reforz\xc3\xb3 nuestra relaci\xc3\xb3n .'
367,b'She spends more time looking into her phone screen than anything else .\n',b'ella pasa m\xc3\xa1s tiempo mirando a la pantalla de su tel\xc3\xa9fono que cualquier otra cosa .',b'cuando que las personas son el cosa que utiliza otra cosa que ella a su clase de el clase que importaba que las encontrar que yo gustan a como el otra cosa que a la cosa que personas pareciendo que cuya gente que creen que dice otros personas son pios',b'mi hermana pasa m\xc3\xa1s tiempo mirando a la pantalla de su tel\xc3\xa9fono que cualquier otra cosa .'
368,b'The National School Boards Association is partnering with the filmmakers and Penguin Books to make both the movie and the book on which it is based part of public high school curriculum !\n',b'la asociaci\xc3\xb3n nacional de juntas escolares se ha asociado con los cineastas y penguin books para hacer la pel\xc3\xadcula y el libro sobre el que se basa parte del curr\xc3\xadculo de la escuela p\xc3\xbablica !',b'de las gente ha estado a encuentra iba son en la gente porque se ayuda ella a donde en no son recall',b'la asociaci\xc3\xb3n nacional de juntas escolares se ha asociado con los cineastas y penguin books para hacer la pel\xc3\xadcula y el libro sobre el que se basa parte del curr\xc3\xadculo de la escuela p\xc3\xbablica !'
369,"b'Moleskines went extinct , driven out by cheaper , mass-produced notebooks .\n'","b'moleskines se extinguieron , expulsados \xe2\x80\x8b \xe2\x80\x8b por , cuadernos de producci\xc3\xb3n masiva m\xc3\xa1s baratos .'",b'a wepay invariablemente son mas modelos mas contra .',"b'moleskines se extinguieron , expulsados \xe2\x80\x8b \xe2\x80\x8b por cuadernos de producci\xc3\xb3n masiva m\xc3\xa1s baratos .'"
370,"b""Simon Cowell Can 't Decide Which Phone To Use - Settles On Both !\n""",b'simon cowell no puede decidir qu\xc3\xa9 tel\xc3\xa9fono a su uso - se asienta en dos !',b'no se sintio el a todos a quien conversaciones en ventas son al pequenos que dice todos a pura que son lloviendo en su deja se llena son cree yo boston abierta la gente habian ha estan en su s a a con lo porque conocen son sus !',b'simon cowell no puede decidir que tel\xc3\xa9fono usar - se decide por los dos !'
371,b'The other is financed by the ( presumably American ) International Banana Company .\n',b'el otro es financiado por el ( presumiblemente americano ) internacional compa\xc3\xb1\xc3\xada bananera .',b'lo es claramente se niegan seria que utiliza abajo .',b'la otra es financiada por la international banana company ( presumiblemente estadounidense ) .'
372,"b'She summed up just how much they would all miss her if she really did decide to leave , saying :\n'","b'ella resumi\xc3\xb3 lo mucho que se pierda toda su si realmente se decidi\xc3\xb3 a salir , diciendo :'",b'\xc2\xbf le a su coche estaba personas se estaba de que alguien fuera ?',"b'ella resumi\xc3\xb3 lo mucho que perder\xc3\xadan si ella realmente decidiera abandonar , diciendo :'"
373,"b'"" The emerging and fast growth of Alibaba Financial will speed up the competition between financial trade organizations and therefore motivate the innovation and development of the traditional financial system , "" said the report .\n'","b'"" el crecimiento emergente y r\xc3\xa1pida de alibaba financiera acelerar\xc3\xa1 la competencia entre las organizaciones de comercio financiero y , por tanto , incentivar la innovaci\xc3\xb3n y el desarrollo del sistema financiero tradicional "" , dijo el informe .'","b'de un rhoa de contenidos en el poderoso personalizado , a las a utiliza la gente en el mas que ella aun estaba ha aquellos independiente .'","b'"" el surgimiento y r\xc3\xa1pido crecimiento de alibaba financial acelerar\xc3\xa1 la competencia entre las organizaciones de comercio financiero y , por tanto , incentivar\xc3\xa1 la innovaci\xc3\xb3n y el desarrollo del sistema financiero tradicional "" , dijo el informe .'"
374,"b'Just listen to her vent , pass her a tissue , and take her ass out on the town .\n'","b'basta con escuchar a su ventilaci\xc3\xb3n , pasar su un tejido , y tomar su culo fuera en la ciudad .'",b'no pronto llena haciendo segundos contra el grandes su fanatico por contra los en grandes gays !',"b'solo escucha como se desahoga , dale un pa\xc3\xb1uelo , y llevala a dar una vuelta por la ciudad ..'"
375,"b'In addition , Harris argued that the real power here is in the data and analytics that Adventr provides .\n'","b'adem\xc3\xa1s , harris argumenta que el poder real aqu\xc3\xad est\xc3\xa1 en los datos y an\xc3\xa1lisis que adventr proporciona .'",b'ademas de la reunion eran datos son porque sus son son itunes esta son son son necesidades el en el a habia ella se presentaron se son son son volviendo trabajo el y avanza que sin cualquiera son siguen son son cual parezca que concibio le ordeno por se pusieron',"b'adem\xc3\xa1s , harris argumenta que el verdadero poder aqu\xc3\xad est\xc3\xa1 en los datos y an\xc3\xa1lisis que adventr proporciona .'"
376,b'And some big country kings and queens walked away with silver 10-gallon hats !\n',b'y algunos pa\xc3\xadses grandes reyes y reinas fueron con plata sombreros de 10 galones !',b'bajo seguro abajo lunes son presento revelando son sobre where llena de deliciosamente rucker con son e gente',b'y algunos grandes reyes y reinas del country se llevaron sombreros de plata de 10 galones !'
377,"b""The advantage of its platform over others , according to the company , is that it doesn' t focus on either gaming or media to the exclusion of the other .\n""","b'la ventaja de su plataforma sobre otros , de acuerdo a la empresa , es que no se centra en ya sea de juego o medios de comunicaci\xc3\xb3n para la exclusi\xc3\xb3n de la otra .'",b'las personas estaba pronto que se presentaron porque utiliza como se conviene el video anteriores con la tienda envuelto son el se inspirado por sus conjuntos de el ingreso contra sus cualidades .',"b'la ventaja de su plataforma sobre otras , de acuerdo a la empresa , es que no se centra en ya sea juegos o media para la exclusi\xc3\xb3n de la otra .'"
378,b'And huge huge HUGE props to everyone who turned this production of Hedwig and the Angry Inch into a new show !\n',b'y enormes enormes puntales enormes a todos los que convirti\xc3\xb3 a esta producci\xc3\xb3n de hedwig y the angry inch en un nuevo espect\xc3\xa1culo !',b'de las personas bisexuales idiotas en notablemente de su involuntario de carson a sus inspirado contra sus super actuacion band en su galeria !',"b'\xc2\xa1 y enormes , enormes , enormes felicitaciones a todos los que convirtieron esta producci\xc3\xb3n "" hedwig y la pulgada furiosa "" en un nuevo espect\xc3\xa1culo !'"
379,b'Angela Merkel : selfie champ\n',b'angela merkel : autofoto campe\xc3\xb3n',b'\xc2\xbf llama un personas animada del gente son perfecta',b'angela merkel : campeona del selfie'
380,"b""I mean , the record-making facility , you know , there 's a lot of hours in those records .\n""","b'quiero decir , la facilidad de registro de decisiones , ya sabes , hay un mont\xc3\xb3n de horas en esos registros .'",b'no siga personas de su firma apenas caminando yo empalme del lirica de su monton de personas anteriores de su estacion contra llena de gente son de llorar habian gente estaba a revelando fotos de fanaticos con llena de llena de celebridades en personas de llena social sobre llena eran',"b'quiero decir , la facilidad de grabaci\xc3\xb3n , ya sabes , hay un mont\xc3\xb3n de horas en esos discos .'"
381,"b'Her company has redefined preserving in L.A. and been heralded for its organic , local ( within 350 miles of the kitchen ) jams made without commercial pectin .\n'","b'su empresa ha redefinido la preservaci\xc3\xb3n en los \xc3\x81ngeles y ha anunciado para sus ( a menos de 350 millas de la cocina ) , mermeladas org\xc3\xa1nicas locales hechas sin pectina comercial .'","b'a la canales de delicias en son son son en son in adultos en imagenes abajo ,'","b'su empresa ha redefinido la preservaci\xc3\xb3n en los \xc3\x81ngeles y ha sido proclamada por sus ( a menos de 350 millas de la cocina ) , mermeladas org\xc3\xa1nicas locales hechas sin pectina comercial .'"
382,"b""13 Things Men Don 't Want to Talk to You About 1 .\n""",b'13 cosas que los hombres no quieren hablar con usted sobre 1 .',b'a los gente utiliza demasiado que hacemos por la dormido enfrentar no son hablar son generalmente haciendo generalmente el gente que a ella porque ya para no utiliza conocidos son las personas porque son como utiliza aun ?',b'13 cosas de las que los hombres no quieren hablar contigo 1 .'
383,"b""But if selfies are helping us see ourselves the way we want to , as suggested by Kilner 's research , is that really a bad thing ?\n""","b'pero si selfies nos est\xc3\xa1n ayudando a vernos de la manera que queremos , como lo sugiere la investigaci\xc3\xb3n de kilner , es que realmente una mala cosa ?'",b'\xc2\xbf como ella ella son precioso ella no son son que son veces son son caramelos ya mas que siempre ve que vamos porque estaba que son ocurre y llena',"b'pero si las selfies est\xc3\xa1n ayudando a vernos de la manera que queremos , como lo sugiere la investigaci\xc3\xb3n de kilner , \xc2\xbf es en realidad una cosa mala ?'"
384,b'Several Anons pointed out that there was no way to confirm that Willman had ever been a Ferguson police officer .\n',b'varios anon se\xc3\xb1al\xc3\xb3 que no hab\xc3\xada forma de confirmar que willman alguna vez hab\xc3\xada sido un oficial de polic\xc3\xada ferguson .',b'no son dormido nos dormido el vez como habian identifican son aqui habian dormido crees a siempre haciendo muchas a que son enfocar sus a ella son siguen que estaba conocidos a a tomar a a llena',b'varios anon se\xc3\xb1alaron que no hab\xc3\xada forma de confirmar que willman alguna vez hab\xc3\xada sido un oficial de polic\xc3\xada de ferguson .'
385,b'She seemed more interested in everyone around her than her husband !\n',b'ella parec\xc3\xada m\xc3\xa1s interesado en todo el mundo alrededor de ella que su marido !',"b'no se dormido el mundo ella son mas dinero a ella ya el mundo a ella s son trabajando a ella a ustedes que ofrece llena de , sus que ella cuando no otras al natural , en el e ella no se que agarrando el mundo se se saldra'",b'ella parec\xc3\xada m\xc3\xa1s interesad en todo el mundo a su alrededor que en su marido !'
386,"b""It 's because his own supporters have lost faith in him doing anything very much - he promised change and has not delivered .\n""",b'es porque sus propios partidarios han perdido la fe en \xc3\xa9l hacer nada mucho - que prometi\xc3\xb3 el cambio y no ha emitido .',b'no utiliza el cambio utiliza a ella en su gente ella no que son estaba gente en .',b'es debido a que sus propios partidarios han perdido la fe en \xc3\xa9l para hacer las cosas - \xc3\xa9l prometi\xc3\xb3 un cambio y no lo ha hecho .'
387,"b""We 're also doing the Italian style of preserving , so we 're salting and preserving them in olive oil so we can use them all year ' round .\n""","b""tambi\xc3\xa9n estamos haciendo el estilo italiano de la conservaci\xc3\xb3n , por lo que estamos salaz\xc3\xb3n y preservaci\xc3\xb3n de los mismos en el aceite de oliva para que podamos usarlas todo el a\xc3\xb1o ' redondo .""",b'solo van que llena ex mensaje',"b""tambi\xc3\xa9n estamos haciendo la conservacion al estilo italiano , asi que le estamos poniendo sal y preservandolos en aceite de oliva para que podamos usarlos todo el a\xc3\xb1o ' redondo ."""
388,"b""And while there is lots of new potential for using consumer marketing techniques in the enterprise , let 's not be too hasty in digging an early grave for the Interwebs , shall we ?\n""","b'y si bien hay un mont\xc3\xb3n de nuevas posibilidades para el uso de las t\xc3\xa9cnicas de marketing de consumo en la empresa , vamos a no apresurarse en la excavaci\xc3\xb3n de una tumba temprana para los interwebs , \xc2\xbf de acuerdo ?'",b'y siempre son el sentada de terciopelo .',"b'aunque hay un mont\xc3\xb3n de nuevas posibilidades para el uso de las t\xc3\xa9cnicas de mercadeo de consumidores en la empresa , no debemos tener prisa en la excavaci\xc3\xb3n de una tumba prematuro para los interwebs , \xc2\xbf de acuerdo ?'"
389,"b'"" This is , in my view , the most important bilateral climate announcement ever , "" said David Sandalow , formerly a top environmental official at the White House and the Energy Department .\n'","b'"" esta es , en mi opini\xc3\xb3n , la m\xc3\xa1s importante anuncio clima bilateral nunca "" , dijo david sandalow , anteriormente un oficial superior del medio ambiente en la casa blanca y el departamento de energ\xc3\xada .'",b'no es era de su super numero sociales contra el departamento de clase con su notablemente recursos por dos correo grandes notablemente de super ley de dejaba .',"b'"" esta es , en mi opini\xc3\xb3n , el m\xc3\xa1s importante anuncio sobre el clima bilateral jam\xc3\xa1s hecho "" , dijo david sandalow , anteriormente un oficial superior del medio ambiente en la casa blanca y en el departamento de energ\xc3\xada .'"
390,"b'The company is also notable for its co-founder and CEO Brad Sams , who , along with his duties running the two-man firm , is the managing editor of Neowin , a blog that covers Microsoft closely .\n'","b'la compa\xc3\xb1\xc3\xada tambi\xc3\xa9n es notable por su co-fundador y ceo brad sams , quien , junto con sus deberes de ejecutar la firma de dos personas , es el jefe de redacci\xc3\xb3n de neowin , un blog que cubre microsoft de cerca .'","b'a el pueblo mundo deben fueron mensajes , sentada en que se gente utiliza a los intentando empuja anteriores a las companias como agrega gente a contra gay y los derecha a con talentoso tempo nuevas agentes a adultos dentro de lentes de personas habian historias anteriores como seria notablemente'","b'la compa\xc3\xb1\xc3\xada tambi\xc3\xa9n es notable por su co-fundador y ceo brad sams , quien , junto con sus deberes de manejar la firma de dos personas , es el jefe de redacci\xc3\xb3n de neowin , un blog que cubre microsoft de cerca .'"
391,"b'Others , admittedly a minority , ended the call with me beaten , helpless and broken .\n'","b'otros , sin duda una minor\xc3\xada , pusieron fin a la llamada con mi batido , indefenso y quebrantado .'","b'\xc2\xbf mi gente , mostro el que un mercado de la gente mas de los esta salario que hizo la largo fanaticos por ella estan relojes de su de , con eso utiliza hace suelta son linkedin son amable de tiempo para su adultos , por fue habian gente que'","b'otros , sin duda una minor\xc3\xada , terminaron la llamada con mi golpeada , indefensa y estropeada .'"
392,b'That your sister is Marlo makes that last sentence somewhat true .\n',b'que tu hermana es marlo hace esa \xc3\xbaltima frase algo cierto .',b'no parecian cierto cabello de ella a que otra su sentido de ella hace buen buen . .',b'que tu hermana sea marlo hace esa \xc3\xbaltima frase algo cierto .'
393,b'So try to be accurate in your comment .\n',b'as\xc3\xad que trate de ser preciso en su comentario .',b'no son escribiendo habian estado particularmente dormido son mas sucias con el pequenos las pandas .',b'as\xc3\xad que sea preciso con su comentario .'
394,"b'A COUPLE OF MONTHS after rSTheCon , on a muggy Thursday in June , Amber retrieved me from the frosted-glass waiting room of her new headquarters , just south of Highland Park , and gave me a tap-tap hug .\n'","b'un par de meses despu\xc3\xa9s de rsthecon , en un bochornoso jueves de junio , amber me recupera de la sala de espera de cristal esmerilado de su nueva sede , justo al sur de highland park , y me dio un abrazo tap-tap .'","b'de un inversion de su notablemente entera , tomlin de proximidad en con la gente , que mas e apoya trabajando contra el en sus dias general en adultos de los fue river en cuando anteriormente'","b'un par de meses despu\xc3\xa9s del rsthecon , en un bochornoso jueves de junio , amber me vino a buscar a la sala de espera de vidrio esmerilado de su nueva sede , justo al sur de highland park , y me abraz\xc3\xb3 d\xc3\xa1ndome unas palmaditas en la espalda .'"
395,"b'The Glee actress shared the 30 second clip on Twitter , and from the looks of it , people are loving it !\n'","b'la actriz de glee comparti\xc3\xb3 el clip de 30 segundos en twitter , y desde el aspecto de la misma , la gente que lo ama !'","b'no fue el video quienes al pequenos ve el amigo y mi bonita , a ella ella el que fue dura .'","b'la actriz de glee comparti\xc3\xb3 el clip de 30 segundos en twitter , y como se ve , la gente lo ama !'"
396,"b""Get Schooled in Facebook 's New Gender Terms\n""",b'consigue educado en nuevo condiciones de g\xc3\xa9nero de facebook',b'consigue llena de video de que gente lugares en su gente para estaba de su gente de estaba novios en twitter de dinero de la gente a facebook de .',b'consigue educado en los nuevo condiciones de g\xc3\xa9nero de facebook'
397,b'Stormtrooper : Let me see your headphones .\n',b'stormtrooper : d\xc3\xa9jeme ver sus auriculares .',b'barack desactivar las personas de twitter .',b'stormtrooper : d\xc3\xa9jame que vea tus auriculares .'
398,b'The broadcasters are asking the Court to deny consumers the ability to use the cloud to access a more modern-day television antenna and DVR .\n',b'las emisoras est\xc3\xa1n pidiendo a la corte para negar a los consumidores la capacidad de utilizar la nube para acceder a una antena de televisi\xc3\xb3n de hoy en d\xc3\xada m\xc3\xa1s y dvr .',b'las personas que revelando que no a porque se gente son son son son son divertidas no limpieza son son son son pasando son gente postmortem la gente son son sensible el gente con llena de girl aparece en su gente para adelante a porque hay yo son a pueda',b'las emisoras est\xc3\xa1n pidiendo a la corte negar a los consumidores la posibilidad de utilizar la nube para acceder a una antena televisi\xc3\xb3n m\xc3\xa1s modern y al dvr .'
399,b'It reminds us of The Civil Wars with some old school Willie Nelson and a dash of Stevie Nicks !\n',b'nos recuerda a the civil wars con algunos de la vieja escuela de willie nelson y una pizca de stevie nicks !',b'pm les gustaria ajustes de llena de llena masculinos lleno de llena en llena de llena de llena de llena sobre llena de llena s de llena de llena de veces el animada agarrando en llena son llena de llena de llena ?',b'\xc2\xa1 nos recuerda a the civil wars con algunos de la vieja escuela de willie nelson y una pizca de stevie nicks !'
400,"b""Questions \xe2\x80\x94 Ask And Answer is an iOS app , pictured left , that 's using video to animate and humanise the Q & A format.Spicing up the tried-and-tested Q & A format to make it fit for a visually obsessed age is energising plenty of startups at present .\n""","b'preguntas - preguntar y responder es una aplicaci\xc3\xb3n para ios , en la foto a la izquierda , que es el uso del v\xc3\xaddeo para animar y humanizar el q & a format.spicing la q probado y probado-y un formato para que se ajuste a una edad visual obsesiona est\xc3\xa1 energizando un mont\xc3\xb3n de nuevas empresas en la actualidad .'",b'curiosos son generalmente de hace notablemente corporativa contra llena de sus ricos economico el mas de ingresos de la de sus perfil de anos fotos en por son en contra son un de .',"b'questions- preguntas y respuesta es una aplicaci\xc3\xb3n para ios , en la foto a la izquierda , que es el uso del v\xc3\xaddeo para animar y humanizar el formato de preguntas y respuestas .'"
401,b'Check it out above !\n',b'\xc3\x89chale un vistazo por encima !',b'\xc2\xbf un vistazo ?',b'\xc2\xa1 \xc3\x89chale un vistazo por encima !'
402,"b""So I 've got mixed feelings about going back to the grind .\n""",b'as\xc3\xad que tengo sentimientos encontrados acerca de volver a la rutina .',b'\xc2\xbf de que generalmente ella a de dormido tienen cuando esperando se camisa haciendo los este .',b'as\xc3\xad que tengo sentimientos encontrados acerca de volver a la rutina .'
403,"b'Tags : anthony rapp , broadway , broadway babies , idina menzel , if-then , james snyder , musical , perez reviews , review , reviews\n'","b'etiquetas : anthony rapp , broadway , beb\xc3\xa9s de broadway , menzel idina , si-entonces , james snyder , musical , perez rese\xc3\xb1as , comentarios , opiniones'","b'etiquetas ex se gente youtube bisexuales , ex pequenos , bride gente y super ex de la gente de su veteranos lanzan hicieron toni , ex s singer , de super p de annie , sobre ella , ex s responsable , la gente tiene con square .'","b'etiquetas : anthony rapp , broadway , beb\xc3\xa9s de broadway , idina menzel , si entonces , james snyder , musical , perez rese\xc3\xb1as , comentarios , opiniones'"
404,"b'"" People say we don \'t work hard and it \'s all a game and whatever .\n'","b'"" la gente dice que no trabajamos duro y es todo un juego y lo que sea .'","b'el gente quiere estaba gente paso son muchos en ella son de jennifer la , estaba conocidos como ella el de una que despues con el de ella no porque estaba dormido como el dormido como el intentando que estaba .'","b'"" la gente dice que no trabajamos duro y que todo un juego y cosas as\xc3\xad .'"
405,"b'I wore skirts so short that on our second date , a homeless man told me to put some pants on .\n'","b'yo llevaba faldas tan cortas que en nuestra segunda cita , un hombre sin hogar me dijo que pusiera unos pantalones .'",b'no e son son lagrimas son habia habia ella estaba luchando con a que a esa lugares celebridades .',"b'llevaba faldas tan cortas que , en nuestra segunda cita , un hombre de la calle me dijo que me pusiera unos pantalones .'"
406,"b""Once you 're engaged , you can pretty much guarantee you 're both getting invited to every wedding in both of your friend groups .\n""","b'una vez que usted est\xc3\xa1 comprometido , puede casi garantizar que usted est\xc3\xa1 consiguiendo tanto invitamos a todas las bodas de sus dos grupos de amigos .'",b'se identifican el llena terminado de violacion la calle desde adultos que ella como ella ya que a las mostrara habian dormido a a las .',"b'una vez que est\xc3\xa1s comprometida , casi puedes garantizar que ambos est\xc3\xa1n siendo invitados a todas las bodas de sus dos grupos de amigos .'"
