,Source,Machine Translation ouput,Machine Post Edit (APE),Human Post-Edit (HPE)
388,"b""And while there is lots of new potential for using consumer marketing techniques in the enterprise , let 's not be too hasty in digging an early grave for the Interwebs , shall we ?\n""","b'Y si bien hay un mont\xc3\xb3n de nuevas posibilidades para el uso de las t\xc3\xa9cnicas de marketing de consumo en la empresa , vamos a no apresurarse en la excavaci\xc3\xb3n de una tumba temprana para los Interwebs , \xc2\xbf de acuerdo ?\n'","b'y si bien hay un monton de nuevas posibilidades para rumores sobre el uso de las tecnicas de mercadeo de mercadeo de mercadeo de consumidores que la deuda de mercadeo de mercadeo de questions de mercadeo de consumo en la web , dejemos play para los del comercial de las'","b'Aunque hay un mont\xc3\xb3n de nuevas posibilidades para el uso de las t\xc3\xa9cnicas de mercadeo de consumidores en la empresa , no debemos tener prisa en la excavaci\xc3\xb3n de una tumba prematuro para los Interwebs , \xc2\xbf de acuerdo ?\n'"
389,"b'"" This is , in my view , the most important bilateral climate announcement ever , "" said David Sandalow , formerly a top environmental official at the White House and the Energy Department .\n'","b'"" Esta es , en mi opini\xc3\xb3n , la m\xc3\xa1s importante anuncio clima bilateral nunca "" , dijo David Sandalow , anteriormente un oficial superior del medio ambiente en la Casa Blanca y el Departamento de Energ\xc3\xada .\n'","b'esta es , en mi opinion , la mas importante anuncio arte , permite a internet sandalow , dijo david sandalow , dijo david sandalow , dijo david sandalow , integrado media , senalo un oficial superior del medio ambiente en la casa blanca y parte , la cual del'","b'"" Esta es , en mi opini\xc3\xb3n , el m\xc3\xa1s importante anuncio sobre el clima bilateral jam\xc3\xa1s hecho "" , dijo David Sandalow , anteriormente un oficial superior del medio ambiente en la Casa Blanca y en el Departamento de Energ\xc3\xada .\n'"
390,"b'The company is also notable for its co-founder and CEO Brad Sams , who , along with his duties running the two-man firm , is the managing editor of Neowin , a blog that covers Microsoft closely .\n'","b'La compa\xc3\xb1\xc3\xada tambi\xc3\xa9n es notable por su co-fundador y CEO Brad Sams , quien , junto con sus deberes de ejecutar la firma de dos personas , es el jefe de redacci\xc3\xb3n de Neowin , un blog que cubre Microsoft de cerca .\n'","b'la compania tambien es notable por su cofundador y gerente brad sams , que , junto con sus deberes de dirigir la firma de su principal del consejo .'","b'La compa\xc3\xb1\xc3\xada tambi\xc3\xa9n es notable por su co-fundador y CEO Brad Sams , quien , junto con sus deberes de manejar la firma de dos personas , es el jefe de redacci\xc3\xb3n de Neowin , un blog que cubre Microsoft de cerca .\n'"
391,"b'Others , admittedly a minority , ended the call with me beaten , helpless and broken .\n'","b'Otros , sin duda una minor\xc3\xada , pusieron fin a la llamada con mi batido , indefenso y quebrantado .\n'","b'otros , sin duda una minoria , terminaron fin a la llamada con mi trabajo , imagenes y remolque .'","b'Otros , sin duda una minor\xc3\xada , terminaron la llamada con mi golpeada , indefensa y estropeada .\n'"
392,b'That your sister is Marlo makes that last sentence somewhat true .\n',b'Que tu hermana es Marlo hace esa \xc3\xbaltima frase algo cierto .\n',b'que tu hermana es marlo algo suficientemente cierto .',b'Que tu hermana sea Marlo hace esa \xc3\xbaltima frase algo cierto .\n'
393,b'So try to be accurate in your comment .\n',b'As\xc3\xad que trate de ser preciso en su comentario .\n',"b'asi que podia preguntarse , en un comentario ahi en su comentario .'",b'As\xc3\xad que sea preciso con su comentario .\n'
394,"b'A COUPLE OF MONTHS after rSTheCon , on a muggy Thursday in June , Amber retrieved me from the frosted-glass waiting room of her new headquarters , just south of Highland Park , and gave me a tap-tap hug .\n'","b'Un par de meses despu\xc3\xa9s de rSTheCon , en un bochornoso jueves de junio , Amber me recupera de la sala de espera de cristal esmerilado de su nueva sede , justo al sur de Highland Park , y me dio un abrazo tap-tap .\n'","b'un par de unos unos editores despues de rsthecon , en un saint pasado , amber me justin de la sala de tres en la sala de espera de dobles de un sala de malentendido de brooks , amber me muestran de la sala de espera , y afuera de'","b'UN PAR DE MESES despu\xc3\xa9s del rSTheCon , en un bochornoso jueves de junio , Amber me vino a buscar a la sala de espera de vidrio esmerilado de su nueva sede , justo al sur de Highland Park , y me abraz\xc3\xb3 d\xc3\xa1ndome unas palmaditas en la espalda .\n'"
395,"b'The Glee actress shared the 30 second clip on Twitter , and from the looks of it , people are loving it !\n'","b'La actriz de Glee comparti\xc3\xb3 el clip de 30 segundos en Twitter , y desde el aspecto de la misma , la gente que lo ama !\n'","b'la actriz del estreno de glee compartio el clip de segundos en twitter , y desde el aspecto de la misma , en el aspecto de la misma , el aspecto de la misma , despues de su numero de lo que lo ama !'","b'La actriz de Glee comparti\xc3\xb3 el clip de 30 segundos en Twitter , y como se ve , la gente lo ama !\n'"
396,"b""Get Schooled in Facebook 's New Gender Terms\n""",b'Consigue Educado en Nuevo Condiciones de G\xc3\xa9nero de Facebook\n',b'consigue un nuevo condiciones de genero de facebook',b'Consigue Educado en los Nuevo Condiciones de G\xc3\xa9nero de Facebook\n'
397,b'Stormtrooper : Let me see your headphones .\n',b'Stormtrooper : D\xc3\xa9jeme ver sus auriculares .\n',b'stormtrooper encajan sus auriculares .',b'Stormtrooper : D\xc3\xa9jame que vea tus auriculares .\n'
398,b'The broadcasters are asking the Court to deny consumers the ability to use the cloud to access a more modern-day television antenna and DVR .\n',b'Las emisoras est\xc3\xa1n pidiendo a la Corte para negar a los consumidores la capacidad de utilizar la nube para acceder a una antena de televisi\xc3\xb3n de hoy en d\xc3\xada m\xc3\xa1s y DVR .\n',b'las emisoras estan pidiendo a la corte para negar a los clientes la capacidad de utilizar la nube para acceder a una antena para acceder a los consumidores la capacidad de utilizar la nube para conseguir la nube para acceder a o gastar la nube con acceder a la nube',b'Las emisoras est\xc3\xa1n pidiendo a la Corte negar a los consumidores la posibilidad de utilizar la nube para acceder a una antena televisi\xc3\xb3n m\xc3\xa1s modern y al DVR .\n'
399,b'It reminds us of The Civil Wars with some old school Willie Nelson and a dash of Stevie Nicks !\n',b'Nos recuerda a The Civil Wars con algunos de la vieja escuela de Willie Nelson y una pizca de Stevie Nicks !\n',b'nos recuerda a the civil lynn with algunos de la vieja escuela de willie nelson y una pizca de bruja jfk .',b'\xc2\xa1 Nos recuerda a The Civil Wars con algunos de la vieja escuela de Willie Nelson y una pizca de Stevie Nicks !\n'
400,"b""Questions \xe2\x80\x94 Ask And Answer is an iOS app , pictured left , that 's using video to animate and humanise the Q & A format.Spicing up the tried-and-tested Q & A format to make it fit for a visually obsessed age is energising plenty of startups at present .\n""","b'Preguntas - Preguntar y responder es una aplicaci\xc3\xb3n para iOS , en la foto a la izquierda , que es el uso del v\xc3\xaddeo para animar y humanizar el Q & A format.Spicing la Q probado y probado-y un formato para que se ajuste a una edad visual obsesiona est\xc3\xa1 energizando un mont\xc3\xb3n de nuevas empresas en la actualidad .\n'","b'questions preguntas y respuesta es una aplicacion para ios , en la izquierda , que se paso por la izquierda , que es el uso del video para animar y las , y americano el uso del video para animar y threes la lanzamientos para facebook y humanizar la de'","b'Questions- Preguntas y respuesta es una aplicaci\xc3\xb3n para iOS , en la foto a la izquierda , que es el uso del v\xc3\xaddeo para animar y humanizar el formato de Preguntas y respuestas .\n'"
401,b'Check it out above !\n',b'\xc3\x89chale un vistazo por encima !\n',b'echale un vistazo para bey la oportunidad por encima por encima !',b'\xc2\xa1 \xc3\x89chale un vistazo por encima !\n'
402,"b""So I 've got mixed feelings about going back to the grind .\n""",b'As\xc3\xad que tengo sentimientos encontrados acerca de volver a la rutina .\n',b'asi que tengo sentimientos submarinas sobre mi rutina .',b'As\xc3\xad que tengo sentimientos encontrados acerca de volver a la rutina .\n'
403,"b'Tags : anthony rapp , broadway , broadway babies , idina menzel , if-then , james snyder , musical , perez reviews , review , reviews\n'","b'Etiquetas : anthony rapp , Broadway , beb\xc3\xa9s de broadway , menzel idina , si-entonces , james snyder , musical , perez rese\xc3\xb1as , comentarios , opiniones\n'","b'etiquetas conducir rapp , broadway de broadway , idina you jay , bebes life , idina life , idina menzel , idina sex , james snyder , idina menzel , youtube , idina menzel , idina menzel , idina menzel , idina menzel , idina menzel , idina menzel ,'","b'Etiquetas : Anthony Rapp , Broadway , Beb\xc3\xa9s de Broadway , Idina Menzel , si entonces , James Snyder , Musical , Perez Rese\xc3\xb1as , Comentarios , Opiniones\n'"
404,"b'"" People say we don \'t work hard and it \'s all a game and whatever .\n'","b'"" La gente dice que no trabajamos duro y es todo un juego y lo que sea .\n'","b'la gente dice que no trabajamos duro y es todo , es todo el juego y lo que sea .'","b'"" La gente dice que no trabajamos duro y que todo un juego y cosas as\xc3\xad .\n'"
405,"b'I wore skirts so short that on our second date , a homeless man told me to put some pants on .\n'","b'Yo llevaba faldas tan cortas que en nuestra segunda cita , un hombre sin hogar me dijo que pusiera unos pantalones .\n'","b'llevaba tan emocionada tan cortas que en nuestra segunda cita , tiene vueltas en el hombre sin hogar me dijo que yo habia tomado aquellas pantalones .'","b'Llevaba faldas tan cortas que , en nuestra segunda cita , un hombre de la calle me dijo que me pusiera unos pantalones .\n'"
406,"b""Once you 're engaged , you can pretty much guarantee you 're both getting invited to every wedding in both of your friend groups .\n""","b'Una vez que usted est\xc3\xa1 comprometido , puede casi garantizar que usted est\xc3\xa1 consiguiendo tanto invitamos a todas las bodas de sus dos grupos de amigos .\n'",b'que usted estes creer que tengas que tu gente puede tener sentir yoga para todas las bodas de sus dos grupos de sus dos grupos de sus dos grupos de sus dos grupos de sus dos grupos de sus dos grupos de sus dos grupos de sus dos grupos de',"b'Una vez que est\xc3\xa1s comprometida , casi puedes garantizar que ambos est\xc3\xa1n siendo invitados a todas las bodas de sus dos grupos de amigos .\n'"
407,"b'There are 190,000 dental offices in North America , indicating that its addressable market is quite large .\n'","b'Hay 190.000 oficinas dentales en Am\xc3\xa9rica del Norte , lo que indica que su mercado potencial es muy grande .\n'","b'hay . oficinas del servicio de whatsapp del norte , lo que indica que indica que indica que fama de participacion .'","b'Hay 190.000 oficinas dentales en Am\xc3\xa9rica del Norte , lo que indica que su mercado potencial es muy grande , y Weave est\xc3\xa1 decidido a escalar su sistema a otros mercados verticales de salud , mejorando la atenci\xc3\xb3n m\xc3\xa9dica y haci\xc3\xa9ndola m\xc3\xa1s amigable para todos sin excepci\xc3\xb3n .\n'"
408,"b""That night I looked at what I had in my refrigerator , did some googling and came across this Paleo carrot soup recipe from Elana 's Pantry , a fantastic resource for information on various special diets and recipes .\n""","b'Esa noche Mir\xc3\xa9 lo que ten\xc3\xada en mi refrigerador , hice algunas google y encontr\xc3\xa9 este Paleo receta de sopa de zanahoria de la despensa de Elana , un recurso fant\xc3\xa1stico para obtener informaci\xc3\xb3n sobre distintas dietas y recetas especiales .\n'","b'esa noche mire lo que es en mi nevera , hice en mi nevera , estuve a la habilidad familia y encontre esto , he salido unos cinco encuentros oeste y encontre este tiempo para van a su companera y encontre este cerca de ansiedad de inmediato de alegria triunfante'","b""Esa noche mir\xc3\xa9 lo que ten\xc3\xada en mi nevera , google\xc3\xa9 un poco y encontr\xc3\xa9 esta receta paleol\xc3\xadtica de sopa de zanahorias en la p\xc3\xa1gina Elana ' s Pantry , una fuente fant\xc3\xa1stica de informaci\xc3\xb3n sobre distintas dietas y recetas especiales .\n"""
409,b'About the Meh Boyfriend : This male equivalent of an easy-listening station can be tempting .\n',b'Sobre el novio Meh : Esta equivalente masculino de una estaci\xc3\xb3n de easy-listening puede ser tentador .\n',b'sobre el novio meh este equivalente de una estacion de sus pantalones fallido de una estacion de confrontacion puede ser tentador .',b'Sobre el novio Meh : Este equivalente masculino de una estaci\xc3\xb3n de f\xc3\xa1cil-escucha puede ser tentador .\n'
410,"b'"" He was too pure , "" a Baltimore mother said of her son , who developed leukemia as an infant .\n'","b'"" Era demasiado pura "" , dijo una madre de Baltimore de su hijo , que desarroll\xc3\xb3 leucemia cuando era un beb\xc3\xa9 .\n'","b'era demasiado pura , dijo una madre de la piso de su hijo , que han impulsado cuando era un cria , que tiene un bebe .'","b'"" Era demasiado pura "" , ha dicho una madre de Baltimore de su hijo , que ha desenrollado leucemia cuando era un beb\xc3\xa9 .\n'"
411,"b""And if that isn 't cool enough for you , the collaboration between Disney & the ice hotel will also include a Frozen activity cave for the kiddies to enjoy !\n""","b'Y si eso no es lo suficientemente fr\xc3\xada como para usted , la colaboraci\xc3\xb3n entre Disney y el hotel de hielo tambi\xc3\xa9n incluir\xc3\xa1 una cueva actividad congelada para los ni\xc3\xb1os para disfrutar !\n'",b'y si eso no es suficientemente extrano como para ver de que hablaba de la escritura de bestia entre disney y el hotel de la escritura despues de la aventura y pareja de una universidad tan especificamente !',"b'Y si eso no es suficientemente canchero para usted , la colaboraci\xc3\xb3n entre Disney y el hotel de hielo tambi\xc3\xa9n incluir\xc3\xa1 una cueva actividad congelada para que los ni\xc3\xb1os puedan disfrutar !\n'"
412,"b'Renting Aliyun servers means that they will be able to sidestep regulations , lowering costs and barriers to entry .\n'","b'El alquiler de servidores aliyun significa que van a ser capaces de eludir las regulaciones , la reducci\xc3\xb3n de los costos y las barreras de entrada .\n'","b'el alquiler de desarrollo establecer transmisiones han sido alto necesarios en que van a ser capaces de innumerables gracias a aumentar las regulaciones en priceline , la reduccion de los costos y tienen alta .'","b'El alquiler de servidores de Aliyun significa que van a ser capaces de eludir las regulaciones , reducir los costos y las barreras para entrar .\n'"
413,"b'Apigee has disclosed a $ 20.5 million stock transaction as part of its previously announced acquisition of InsightsOne , according to a filing with the SEC .\n'","b'Apigee ha revelado una transacci\xc3\xb3n de acciones 20.500.000 d\xc3\xb3lares como parte de su adquisici\xc3\xb3n previamente anunciada de InsightsOne , seg\xc3\xban un documento presentado ante la SEC .\n'","b'apigee ha revelado una transaccion de acciones . . pero hasta mas de su previamente anunciada adquisicion de insightsone , segun tambien horrocks de insightsone , segun un documento presentado de insightsone , segun unos bloqueados de insightsone , segun un documento en adquisicion , segun un uso lleno de'","b'Apigee ha revelado una transacci\xc3\xb3n de acciones por 20.500.000 d\xc3\xb3lares como parte de su previamente anunciada adquisici\xc3\xb3n de InsightsOne , seg\xc3\xban un documento presentado ante la SEC .\n'"
414,"b'He says he \'s just "" too old "" to reprise his role !\n'","b'Dice que es "" demasiado viejo "" para repetir su papel !\n'",b'dice que es demasiado viejo para repetir su papel !',"b'Dice que es "" demasiado viejo "" para repetir su papel !\n'"
415,"b'Like and , two companies that may eventually find themselves competing directly with Baidu in the near-future , areas the company is focusing on at IDL includes deep learning algorithms and speech- and image-recognition .\n'","b'Al igual que y , dos empresas que eventualmente se encuentran compitiendo directamente con Baidu en el futuro cercano , las \xc3\xa1reas de la compa\xc3\xb1\xc3\xada se est\xc3\xa1 centrando en al IDL incluye algoritmos de aprendizaje profundo y el habla-y de reconocimiento de im\xc3\xa1genes .\n'","b'tal igual que y , dos empresas que utilizara los usuarios se encuentran compitiendo hasta el futuro despues windows con baidu en el futuro cuando esta reguladores en la compania se esta abajo en la compania se esta reguladores en al hardware es una comandante conservador , las areas relacionadas'","b'Like y , dos empresas que eventualmente se encuentran compitiendo directamente con Baidu en el futuro cercano , \xc3\xa1reas en las que la compa\xc3\xb1\xc3\xada se est\xc3\xa1 centrando en el IDL incluye algoritmos de aprendizaje profundo y de reconocimiento del habla y de im\xc3\xa1genes .\n'"
416,b'The New York Times reported on the existence of Treasure Map last November .\n',b'The New York Times inform\xc3\xb3 sobre la existencia de mapa del tesoro en noviembre pasado .\n',b'the new york times informo sobre la existencia de mapa del tesoro en noviembre pasado .',b'The New York Times inform\xc3\xb3 sobre la existencia de mapa del tesoro el pasado noviembre .\n'
417,"b""Erin 's exhaustive investigation uncovered that Pacific Gas & Electric had been poisoning the small town of Hinkley 's Water for over 30 years .\n""",b'Investigaci\xc3\xb3n exhaustiva de Erin descubri\xc3\xb3 que Pacific Gas & Electric hab\xc3\xadan estado envenenando el peque\xc3\xb1o pueblo de Agua de Hinkley por m\xc3\xa1s de 30 a\xc3\xb1os .\n',b'la investigacion de la calificacion alemana criados a enviar gas de manifiesto que pacific gas a vice que pacific gps que pacific gas a los diversos lleva sean publicadas que pacific gas han estado envenenando el pequeno pueblo de hinkley cubiertas .',"b""La investigaci\xc3\xb3n exhaustiva de Erin puso de manifiesto que Pacific Gas & Electric hab\xc3\xada estado envenenando el peque\xc3\xb1o pueblo de Hinkley ' s Water durante m\xc3\xa1s de 30 a\xc3\xb1os .\n"""
418,b'Box calls this space Enterprise Content Collaboration .\n',b'Caja llama a esta colaboraci\xc3\xb3n empresarial espacio contenido .\n',b'box llama a esta colaboracion empresarial de productos empresarial de contenido empresarial de windows en cuenta de ideas productos para m seguras .',b'Box llama a esto Colaboraci\xc3\xb3n de contenido empresarial .\n'
419,b'But How Did He Respond ?\n',b'Pero \xc2\xbf C\xc3\xb3mo respondi\xc3\xb3 ?\n',b'pero \xc2\xbf como te zonas ?',b'Pero \xc2\xa1 \xc2\xbf C\xc3\xb3mo respondi\xc3\xb3 ?\n'
420,b'Listen To This : Spinning Us Upside Down !\n',b'Escucha esto : Spinning Nosotros Al rev\xc3\xa9s !\n',b'escucha esto nos esta emocionado !',b'Escucha esto : nos est\xc3\xa1 dejando del rev\xc3\xa9s !\n'
421,"b'Tags : behavior , dolly parton , miley cyrus , miley cyrus godmother , murder hannah montana , perezcious parenting\n'","b'Etiquetas : comportamiento , dolly parton , miley cyrus , miley cyrus madrina , el asesinato de Hannah Montana , la paternidad perezcious\n'","b'etiquetas comportamiento , dolly parton , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus , miley cyrus'","b'Etiquetas : comportamiento , dolly parton , miley cyrus , madrina de miley cyrus , el asesinato de Hannah Montana , la paternidad de perezcious\n'"
422,"b'In fact , he had some sort of backhanded compliments for LiLo , saying :\n'","b'De hecho , \xc3\xa9l ten\xc3\xada alg\xc3\xban tipo de elogios ambiguos para LiLo , diciendo :\n'","b'de hecho , el tenia algun tipo de sexy para glamour , diciendo'","b'De hecho , \xc3\xa9l ten\xc3\xada algunos elogios ambiguos para LiLo , diciendo :\n'"
423,"b'The post office , maybe ?\n'","b'La oficina de correos , tal vez ?\n'","b'la oficina de correos , \xc2\xbf tal vez ?'","b'A la oficina de correos , \xc2\xbf tal vez ?\n'"
424,"b'And the computer is optional . ""\n'","b'Y el equipo es opcional "" .\n'",b'y el equipo es opcional .',"b'Y la computadora es opcional "" .\n'"
425,b'This Bravo TV Star Is Dating Richard Gere !\n',b'Esta Bravo TV Star est\xc3\xa1 saliendo con Richard Gere !\n',b'esta noche del cantante of perfecta con richard gere !',b'\xc2\xa1 Esta estrella de Bravo TV est\xc3\xa1 saliendo con Richard Gere !\n'
426,"b'"" A bigger screen is a better screen , "" you claim , just as you \' ve been taught .\n'","b'"" Una pantalla m\xc3\xa1s grande es una mejor pantalla , "" usted afirma , del mismo modo que te han ense\xc3\xb1ado .\n'","b'una pantalla mas grande es una pantalla pantalla , algo para hacer la mejor modo que te han ensenado .'","b'"" Una pantalla m\xc3\xa1s grande es una pantalla mejor , "" usted afirma , del mismo modo que te han ense\xc3\xb1ado .\n'"
427,"b'In 2009 it will be 80 years since the boy reporter embarked on his first adventure , a trip to the Soviet Union .\n'","b'En 2009 va a ser de 80 a\xc3\xb1os desde que el joven reportero se embarc\xc3\xb3 en su primera aventura , un viaje a la Uni\xc3\xb3n Sovi\xc3\xa9tica .\n'","b'manteniendo , a ser uno de anos desde el joven reportero se mueve en su primera aventura , un poco sovietica , un viaje de la union sovietica .'","b'En 2009 se cumplir\xc3\xa1n 80 a\xc3\xb1os desde que el joven reportero emprendi\xc3\xb3 en su primera aventura , un viaje a la Uni\xc3\xb3n Sovi\xc3\xa9tica .\n'"
428,b'Grifoni adds that even with a three-inch screen it is much thinner and less obtrusive than a smartphone strapped to a wrist holder .\n',"b'Grifoni a\xc3\xb1ade que , incluso con una pantalla de tres pulgadas es mucho m\xc3\xa1s delgado y menos molesto que un tel\xc3\xa9fono inteligente atado a un soporte de mu\xc3\xb1eca .\n'","b'grifoni anade que , incluso con una pantalla de threepenny es mucho mas delgado y menos molesto que un telefono raros describen que un telefono inteligente hasta una cada vez ar , de las vacaciones .'","b'Grifoni a\xc3\xb1ade que , incluso con una pantalla de tres pulgadas es mucho m\xc3\xa1s delgado y menos molesto que un tel\xc3\xa9fono inteligente atado a una correa de reloj .\n'"
429,"b""Sources close to Naya revealed most of the cast and crew were annoyed by Princess Lea 's antics on set this week , making everyone wait to shoot while she dealt with personal matters !\n""","b'Fuentes cercanas a Naya revelaron la mayor parte del reparto y el equipo estaban molestos por las payasadas de la princesa Lea en el set esta semana , por lo que todo el mundo espera para disparar mientras ella trataba de asuntos personales !\n'",b'fuentes cercanas a frozen a la mayor parte del reparto y el equipo y el equipo y el equipo de the damas por el set por el set en un set supuestamente ganaron una gran parte del reparto personal estaban molestos por las payasadas de la prostituta lea en el',"b'Fuentes cercanas a Naya revelaron la mayor parte del reparto y el equipo estaban molestos por las payasadas de la princesa Lea en el set esta semana , por lo que todo el mundo espera para disparar mientras ella trataba de asuntos personales !\n'"
430,b'A fan in the second row was caught flipping JT off !\n',b'Un ventilador en la segunda fila fue capturado voltear JT off !\n',b'un ventilador en la segunda fila fue capturado voltear jt off !',b'Un ventilador en la segunda fila fue capturado voltear JT off !\n'
431,"b""But presumably the sales of the first device haven' t been huge , considering it such a nascent , recently launched leftfield product with limited market release .\n""","b'Pero , presumiblemente , las ventas del primer dispositivo no ha sido enorme , teniendo en cuenta que un producto como Leftfield incipiente , puesto en marcha recientemente con el lanzamiento de mercado limitado .\n'","b'pero rapidamente separa , las ventas del primer dispositivo no ha estado enorme , teniendo en cuenta que un producto como humanidad , pero basicamente en cuenta que un producto como energia que un producto condicional romantica tiene cuenta que un producto como retorcida se fans enorme , teniendo en'","b'Pero se presume que las ventas del primer dispositivo no han sido enorme , teniendo en cuenta que es un producto nuevo y poco convencional , lanzado recientemente con un mercado limitado .\n'"
432,"b""She 's a walking , breathing , highly Google-able testament to how I messed up .\n""","b'Ella es un caminar , respirar , testamento altamente Google-capaces de c\xc3\xb3mo met\xc3\xad la pata .\n'","b'ella es un caminar , respirar , testamento altamente y testamento altamente para como meti la pata .'","b'Ella es un caminar , respirar , testamento altamente "" Google-able "" de c\xc3\xb3mo met\xc3\xad la pata .\n'"
433,"b""I ' ve posted the story of it here before and you can go read it if you ' d like .\n""",b'He publicado la historia de aqu\xc3\xad antes y puedo ir a leer si lo desea .\n',b'lei el libro de aqui antes y puedo ir a leer si lo desea .',b'He publicado la historia de aqu\xc3\xad antes y la puede ir a leer si as\xc3\xad lo desea .\n'
434,b'Talk about taking a trip down South !\n',b'Hable acerca de tomar un viaje por el sur !\n',b'este momento sobre tomar un viaje por el sur !',b'Hable sobre tomar un viaje por el sur !\n'
435,"b'No , at least not in terms of developer buy-in .\n'","b'No , al menos no en t\xc3\xa9rminos de desarrollador de buy-in .\n'","b'no , al menos no en terminos de desarrolladores .'","b'No , al menos no en t\xc3\xa9rminos de compras al por mayor de desarrolladores .\n'"
436,"b'Once again , Betsy Wolfe proves she is one of the top leading ladies on Broadway !\n'","b'Una vez m\xc3\xa1s , Betsy Wolfe demuestra que ella es una de las mujeres l\xc3\xadderes principales en Broadway !\n'","b'una vez mas , asegurese han estado hablando que ella es una de las mujeres lideres realizados , esperamos que ella es una de las mujeres lideres de la que llegar derecho que ella es una de las mujeres lideres de entradas express grandes upon al de las mujeres lideres'","b'Una vez m\xc3\xa1s , Betsy Wolfe demuestra que ella es una de las principales mujeres l\xc3\xadderes en Broadway !\n'"
437,"b'Cameron has also increased the discount for tenants to 70 % , making council flats even cheaper to buy .\n'","b'Cameron tambi\xc3\xa9n ha aumentado el descuento para los inquilinos y el 70 % , por lo viviendas municipales incluso m\xc3\xa1s barato para comprar .\n'","b'cameron tambien ha aumentado el descuento para los inquilinos y la compania y el , por la otra parte de como retencion para programadores que el , por lo viviendas que ha estado empezando por la empresa y haciendo centrado en el , por lo viviendas como eventualmente las preguntas'","b'Cameron tambi\xc3\xa9n ha aumentado el descuento para los inquilinos al 70 % , haciendo incluso m\xc3\xa1s barato comprar las viviendas del consejo .\n'"
438,"b""It 's not important .\n""",b'No es importante .\n',b'no es importante .',b'No es importante .\n'
439,"b'2 ) on the upper right , click "" Log in with Twitter "" .\n'","b'2 ) en la esquina superior derecha , haz clic en "" Inicia sesi\xc3\xb3n con Twitter "" .\n'",b'en la esquina superior derecha de realizar famosa anticipada por inicia las pm corrio',"b'2 ) en la esquina superior derecha , haga clic en "" Inicia sesi\xc3\xb3n con Twitter "" .\n'"
440,"b'"" I bet he \'s thinking : \' Gee , how did I let this peach get away , \' "" I say out loud to the mirror , undermining my little pep talk .\n'","b'"" Apuesto a que est\xc3\xa1 pensando : "" Vaya , \xc2\xbf c\xc3\xb3mo me dejo esta melocot\xc3\xb3n escapar \' "" , digo en voz alta al espejo , lo que socava mi peque\xc3\xb1a charla .\n'","b'hmmm a que este pensar vaya y \xc2\xbf como suceden asi , quieres darle esta larga escapar , di en voz sandra , di un rayo desaparece , estoy bueno especifico , di en voz gays , di en la serie escapar por mal alta al caso a idina estuviera'","b'"" Apuesto a que est\xc3\xa1 pensando : \' Vaya , \xc2\xbf c\xc3\xb3mo dej\xc3\xa9 este bomb\xc3\xb3n escapar ?\n'"
441,"b'But the Buckhead Neighborhood Coalition is very serious , and described the event like this :\n'","b'Pero la Coalici\xc3\xb3n Barrio Buckhead es muy grave , y describi\xc3\xb3 el evento como este :\n'","b'pero la coalicion barrio buckhead es muy emocionante , y describio el evento en la manera como este'","b'Pero la Coalici\xc3\xb3n Barrio Buckhead es muy seria , y describi\xc3\xb3 el evento as\xc3\xad :\n'"
442,b'The greatest thing about blogging is that it has opened up so many new voices and new outlets .\n',b'Lo mejor de los blogs es que ha abierto muchas nuevas voces y nuevas salidas .\n',b'lo mejor de los blogs es que ha abierto muchas nuevas voces de box .',b'Lo mejor de los blogs es que ha abierto muchas nuevas voces y nuevos puntos de venta .\n'
443,"b""Competitors , like 1Password , Dashlane , and Lastpass , says Meroz , don' t really work for sites that deviate from the standard login process .\n""","b'Los competidores , como 1Password , Dashlane y Lastpass , dice Meroz , realmente no funcionan para los sitios que se alejan del proceso de inicio de sesi\xc3\xb3n est\xc3\xa1ndar .\n'","b'pagar , como un poco como los dijo ofrecia estuvieran y lastpass han duda mientras trabajaba podran actividades foods de horas , dashlane y lastpass dijo plato , dice que grupos y lastpass tal ano , dashlane y password , dashlane y lastpass siempre ya , cuenta que programas que'","b'Sobre la competencia , Meroz sea\xc3\xb1ala que programas como 1Password , Dashlane y Lastpass realmente no funcionan para aquellos sitios web que se alejan del modelo est\xc3\xa1ndar de inicio de sesi\xc3\xb3n .\n'"
444,"b""When I first met Sami ( not his real name ) in early 2013 , he had already been in England 's Lane for five years with his wife Faria and six-year-old daughter Aida .\n""","b'Cuando conoc\xc3\xad a Sami ( no es su nombre real ) a principios de 2013 , ya hab\xc3\xada estado en el carril de Inglaterra durante cinco a\xc3\xb1os con su esposa Faria y hija de seis a\xc3\xb1os de edad , Aida .\n'","b'cuando conoci como tampoco es su nombre real a principios de , ya habia estado en el conjunto entre millones de , ya habia estado en el paisaje de us durante en un enfoque en en el monton de ritmo al una alfombra rustico en el conjunto y amber ,'","b'Cuando conoc\xc3\xad a Sami ( no es su nombre real ) a principios de 2013 , ya hab\xc3\xada estado en la V\xc3\xada de Inglaterra durante cinco a\xc3\xb1os con su esposa Faria y su hija de seis a\xc3\xb1os de edad , Aida .\n'"
445,b'Or something like that !\n',b'O algo por el estilo !\n',b'al reves por el estilo !',b'Esperemos la pr\xc3\xb3xima l\xc3\xadnea para ella ... Menzel con una Z !\n'
