,Source,Machine Translation ouput,Machine Post Edit (APE),Human Post-Edit (HPE)
343,"b""What the software 's appearance means in terms of Google 's larger plans to shutter the Picasa brand and domain remains to be seen , of course .\n""","¿  que aspecto del software significa en terminos de los planes mas grandes de google para el disparador de la marca de picasa y de dominio aun esta por verse  ,  por supuesto  .","b'\xc2\xbf que aspecto del monton de cartera con despues de los planes era caja y en dominio quienes es por escuchar a wolpaw para la meta esencial de descenso a la aplicacion picasa y de dominio aun es por y asequibles , por supuesto .'","¿  que aspecto del software significa en terminos de los planes mas grandes de google para competir con la marca picasa y de dominio aun esta por verse  ,  por supuesto  ."
344,"b'Mark Cuban is known as a billionaire entrepreneur , the owner of the Dallas Mavericks , and the creator of the EFF \'s "" Mark Cuban Chair to Eliminate Stupid Patents .\n'","mark cuban  ,  es conocido como un empresario multimillonario  ,  dueno de los mavericks de dallas  ,  y el creador de  presidente  ,  mark cuban  ,  de la fep para eliminar las patentes estupidas  .","b'mark cuban , son conocido como mas de mars , bromeo una editora multimillonario , dueno de los mavericks de dallas , y el creador de cielo , y software de maquinas , y el candidato de conocido , y el creador de cielo , y el creador de millones'","mark cuban  ,  es conocido como un empresario multimillonario  ,  dueno de los mavericks de dallas  ,  y el creador de  presidente  ,  mark cuban  ,  de la fep para eliminar las patentes estupidas  ."
345,"b'The Cloonster got into character on the set of Tomorrowland , Monday , joined by his co-stars Hugh Laurie , Britt Robertson , Raffey Cassidy , and director Brad Bird !\n'","el cloonster metio en caracter en el conjunto de tomorrowland  ,  lunes  ,  acompanado por sus companeros de reparto hugh laurie  ,  britt robertson  ,  raffey cassidy  ,  y el director brad bird  !","b'fuera del fan de la cantante en el rodaje a la senorita series en casey , lunes , la cantante cancion , lunes , la musica arriba , la comedia tendra el twitter del video de atlanta , lunes , la serie de rodaje con los companeros de reparto ,'","cloonster se metio en el papel en el set de rodaje de tomorrowland  ,  el lunes  ,  acompanado por sus companeros de reparto hugh laurie  ,  britt robertson  ,  raffey cassidy  ,   y el director brad bird  !"
346,b'The Affordable Care Act tried to remedy the dearth of options .\n',la ley de asistencia asequible trato de remediar la escasez de opciones  .,b'la ley de pago hoof se extiende los pasajeros faciles',la ley de asistencia asequible intento solucionar la escasez de opciones  .
347,"b'Before Pac-Man , before Pong , before Space Invaders there was pinball .\n'","antes de pacman  ,  antes de pong  ,  space invaders antes habia pinball  .","b'antes de pacman , antes de pong , a los comedia , trabajando con los s de secundaria .'","antes de pacman  ,  antes de pong  ,  antes de invasores espaciales  ,  habia pinball  ."
348,"b""They both worked , she had a good job as an administrator at Hendon Police College , but she was only on contract and hadn' t completed a year - so when she got pregnant , she didn' t qualify for maternity leave and lost her job when the baby was born .\n""","ambos trabajado  ,  tenia un buen trabajo como administrador en el colegio de policia de hendon  ,  pero era solo en el contrato y no habian completado un ano  asi que cuando ella quedo embarazada  ,  ella no calificar para la licencia de maternidad y la perdida de su puesto de trabajo cuando el bebe nacio  .","b'ambos trabajaban , siempre eres un buen trabajo como intentando un buen trabajo como querida a a adie freelance , ella trate de una dieta en el colegio trabajo como parar caminando y fuera en twitter en el colegio a ella fuera , ella era el buen trabajo , ella'","ambos trabajaban  ,  ella tenia un buen trabajo como administradora en el colegio de policia de hendon  ,  pero ella quedaba alli solo com contrato y no habia completado un ano  asi que cuando ella quedo embarazada  ,  ella no calificar para la licencia de maternidad y perdio su puesto de trabajo cuando el bebe nacio  ."
349,"b""And the couple 's first song was In Spite of Ourselves by Iris DeMent and John Prine .\n""",y la primera cancion de la pareja fue a nuestro pesar por iris dement y john prine  .,b'y la cancion de la pareja de la pareja fue a la buen show vestido de twitter en su texto por nick prine del twitter . .',y la cancion principal de la pareja fue in spite of ourselves por iris dement y john prine  .
350,b'The Bachelor : Countdown To Juan Pablo Recap\n',"the bachelor  ,  cuenta atras para juan pablo recap","b'the bachelor , cuenta , cuenta de twitter , aqui .'","the bachelor  ,  cuenta regresiva para la recapitulacion de juan pablo"
351,"b""That 's all I can say .\n""",eso es todo lo que puedo decir  .,b'eso por todo lo que a esto .',eso es todo lo que puedo decir  .
352,b'Here is what you will need :\n',esto es lo que se necesita,b'esto es lo que se necesita',esto es lo que se necesita
353,"b""I ' ll give Elana all the credit for how divine this soup tastes even though I did all the cooking ( I chopped and saut\xc3\xa9ed and blended , Y ' ALL !\n""","voy a dar elana todo el credito por la forma divina esta sopa tiene un sabor a pesar de que he hecho toda la cocina  corte y salteados y mezcle  ,  usted  !","b'voy a hacer a la manera por la manera divino esta dano claramente a la manera romantica esta sopa , es lo hiciera tiene un sabor de realidad , ella fuera de mirar el sabor con la manera estuviera peor natural este sopa con la manera desaparece esta sopa ,'","voy a dar a elana todo el credito por el sabor divino que tiene esta sopa  ,  aun cuando yo hice todo el trabajo  corte  ,  saltee y mezcle  ahh  !"
354,"b'"" Hilary and Mike were sitting together at the table , but didn\' t pay much attention to each other .\n'","hilary y mike estaban sentados juntos a la mesa  ,  pero no le preste mucha atencion a la otra  .","b'hilary y tedder no estaban sentados tirando a la mesa , pero no fue mensajes a la otra .'","hilary y mike estaban sentados juntos a la mesa  ,  pero no se prestaron mucha atencion entre ellos  ."
355,"b""It doesn' t look that compelling , does it ?\n""","no parece que convincente  ,   ¿  no  ?","b'no parece que combinator , \xc2\xbf seguridad de verdad yo la manera esa hecho natural , \xc2\xbf no , \xc2\xbf no simplemente aqui ?'","no parece tan convincente  ,   ¿  no  ?"
356,"b'Nine plus months later , I think we can all say that to date the marriage has worked out well for the Tumblr users .\n'","nueve meses mas tarde  ,  creo que todos podemos decir que hasta la fecha el matrimonio ha funcionado bien para los usuarios de tumblr  .","b'nueve meses mas tarde , creo que todos , tenemos la fecha anterior ya para los usuarios de tumblr .'","nueve meses mas tarde  ,  creo que todos podemos decir que  ,  hasta la fecha  ,  el matrimonio ha funcionado bien para los usuarios de tumblr  ."
357,"b'My experience is that Brendan is as committed to opportunity and diversity inside Mozilla as anyone , and more so than many .\n'","mi experiencia es que brendan es tan comprometida con la oportunidad y la diversidad dentro de mozilla como cualquiera  ,  y mas que muchos  .","b'mi experiencia es que brendan es tan sucias con la oportunidad y la perspectiva dentro de mozilla como cualquiera , y mas ya reproducir la paga y la s dentro de mozilla como cualquiera , y mas mas .'","mi experiencia es que brendan esta tan comprometido con la oportunidad y la diversidad dentro de mozilla como cualquiera  ,  y mas que muchos  ."
358,"b'This is true , too , of the aluminum that is often used as an adjuvant in vaccines to intensify the immune response .\n'","esto es cierto  ,  tambien  ,  del aluminio que se utiliza a menudo como un adyuvante en vacunas para intensificar la respuesta inmune  .","b'esto son cierto , tambien , el aluminio que se utiliza a menudo como un no fuera por imposible para intensificar la respuesta inmune .'","esto es cierto  ,  tambien  ,  del aluminio que se utiliza a menudo como un adyuvante en vacunas para intensificar la respuesta inmune  ."
359,"b'Androgynous : A term used to describe people who embody both masculine and feminine characteristics , therefore challenging and blurring the rigid lines of the gender binary .\n'","androgino  un termino usado para describir a las personas que encarnan dos caracteristicas masculinas y femeninas  ,  por lo tanto  ,  dificiles y difuminando las lineas rigidas de genero binario  .","b'una a a un primer mencionado por describir a las personas que la interfaz a las personas han seguido dos caracteristicas tecnologicos y mensajes , simplemente son mensajes , dificiles y fuera de forma opuestos de genero que consultaba , por lo general de facebook , viendo a los ninas'","androgino  un termino usado para describir a las personas que tienen caracteristicas masculinas y femeninas  ,  por lo tanto  ,  desafiando y desdibujando las lineas rigidas del genero binario  ."
360,"b'Heat up the stuff until it becomes a liquid , and let it cool until warm .\n'","calentar el material hasta que se convierte en un liquido  ,  y dejar enfriar hasta que este caliente  .","b'calentar twitter por que este ave de twitter en una reinicio , y dejar entre aquel el uno , y evitar este cuando ella les tomas a a la manera .'","calentar el material hasta que se convierta en liquido  ,  y dejar entibiar  ."
361,"b'( Tiny takeout boxes of Asian-inspired noodles with pink plastic chopsticks and two-inch cheese pizzas in mini cardboard boxes with "" # NMevents "" stickers went mostly uneaten but frequently Instagrammed .\n'",cajas de comida para llevar muy pequenas de fideos de inspiracion asiatica con los palillos de plastico de color rosa y pizzas de queso de dos pulgadas en mini cajas de carton con   nmevents  pegatinas fueron mayormente sin comer pero instagrammed frecuencia  .,"b'cajas de las pequenas de comida por varsovia , probablemente hathaway de nueva manejar a llevar asiatica con para etiquetas con enlaces de buscar plan de u claves con de noticias de u anteriores y tras grande de la cuenta de color a maquina de talentos de color rosa y'","cajas muy pequenas de comida para llevar con fideos de inspiracion asiatica  ,  palillos de plastico de color rosa y pizzas de queso de dos pulgadas en mini cajas de carton con pegatinas de   nmevents  que casi no fueron ingeridas pero si subidas a instagram con frecuencia  ."
362,"b'They definitely had sex in the ocean , right ?\n'","sin duda ellos tuvieron relaciones sexuales en el oceano  ,   ¿  verdad  ?","b'a quienes esas relaciones del twitter , \xc2\xbf verdad lo de marte ?'","finalmente tuvieron relaciones sexuales en el mar  ,   ¿  verdad  ?"
363,"b'Leiderman says that , in addition to the charges in Santa Cruz , Doyon may face indictment for his role in the PayPal and Orlando attacks .\n'","leiderman dice que  ,  ademas de los cargos en santa cruz  ,  doyon podria enfrentar acusaciones por su papel en los ataques de paypal y orlando  .","b'leiderman dijo que , ademas de los cargos en santa cruz , doyon pueda enfrentar acusaciones por su papel en los ataques de genitales en los ataques de tela velocidad , doyon es unos cruz , doyon por la serie inmediato , doyon a acusaciones por su papel en los'","leiderman dice que  ,  ademas de las acusaciones en santa cruz  ,  doyon podria enfrentar acusaciones por su papel en los ataques de paypal y orlando  ."
364,b'And she was looking lovely !\n',y ella estaba buscando una maravilla  !,b'y ella estaba buenos una encantadora de verdad !',y ella estaba de maravilla  !
365,"b'As a home owner down the street from this residence , one can assume many people will be contacting real estate agents soon enough .\n'","como propietario de una casa en la calle de esta residencia  ,  se puede suponer que muchas personas se pondran en contacto los agentes de bienes raices lo suficientemente pronto  .","b'como propietario de una casa a un casa en la anthropologie con la calle de descubrir cuenta de esta semanas , recomiendo personas se puede romper a la composicion electronico , recomiendo personas se sintio frente a piso basandose lo tema .'","como propietario de una casa vecina a esta vivienda  ,  uno supone que muchas personas pronto se pondran en contacto con sus agentes de bienes raices  ."
366,"b'We had never really been through anything so difficult as a couple , and developing coping methods and better communication skills ended up making our relationship stronger than it had been before .\n'","en realidad  ,  nunca habiamos pasado por algo tan dificil como pareja  ,  y el desarrollo de metodos de afrontamiento y mejores habilidades de comunicacion terminado por hacer nuestra relacion mas fuerte de lo que habia sido antes  .","b'en realidad , nunca gana a por cuenta hermoso como pareja , y el desarrollo de reunir sobre a este tan dificil como pareja , y el desarrollo de escritorio , y el desarrollo de reunir tambien sabiendo , y el desarrollo de banda mi , a el suelo ,'",como pareja nunca habiamos pasado por algo tan dificil y el hecho de tener que elaborar metodos para enfrentar el problema y una mejor comunicacion reforzo nuestra relacion  .
367,b'She spends more time looking into her phone screen than anything else .\n',ella pasa mas tiempo mirando a la pantalla de su telefono que cualquier otra cosa  .,b'a una manera tiempo mirando a la pantalla de su telefono que cualquier otra cosa .',mi hermana pasa mas tiempo mirando a la pantalla de su telefono que cualquier otra cosa  .
368,b'The National School Boards Association is partnering with the filmmakers and Penguin Books to make both the movie and the book on which it is based part of public high school curriculum !\n',la asociacion nacional de juntas escolares se ha asociado con los cineastas y penguin books para hacer la pelicula y el libro sobre el que se basa parte del curriculo de la escuela publica  !,b'la asociacion nacional de juntas escolares se ha asociado con los cineastas y penguin se vuelve la pelicula y el libro sobre el que ya les basa varias de la pelicula y la pelicula y el libro sobre el que se basa experiencia del super y el y el video',la asociacion nacional de juntas escolares se ha asociado con los cineastas y penguin books para hacer la pelicula y el libro sobre el que se basa parte del curriculo de la escuela publica  !
369,"b'Moleskines went extinct , driven out by cheaper , mass-produced notebooks .\n'","moleskines se extinguieron  ,  expulsados   por  ,  cuadernos de produccion masiva mas baratos  .","b'moleskines se extinguieron , expulsados por , cuadernos de produccion masiva mas grande por personas masiva mas de twitter .'","moleskines se extinguieron  ,  expulsados   por cuadernos de produccion masiva mas baratos  ."
370,"b""Simon Cowell Can 't Decide Which Phone To Use - Settles On Both !\n""",simon cowell no puede decidir que telefono a su uso  se asienta en dos  !,b'simon no puede decidir que telefono a su uso se encanta su uso se encanta su trabajo se perdido en dos !',simon cowell no puede decidir que telefono usar  se decide por los dos  !
371,b'The other is financed by the ( presumably American ) International Banana Company .\n',el otro es financiado por el  presumiblemente americano  internacional compania bananera  .,b'el es a las que casi la compania por enorme la nueva popular de la tecnologia aumento company .',la otra es financiada por la international banana company  presumiblemente estadounidense   .
372,"b'She summed up just how much they would all miss her if she really did decide to leave , saying :\n'","ella resumio lo mucho que se pierda toda su si realmente se decidio a salir  ,  diciendo",b'ella resumio lo unico que por quien fuera la manera si yo envio a salir .',"ella resumio lo mucho que perderian si ella realmente decidiera abandonar  ,  diciendo"
373,"b'"" The emerging and fast growth of Alibaba Financial will speed up the competition between financial trade organizations and therefore motivate the innovation and development of the traditional financial system , "" said the report .\n'","el crecimiento emergente y rapida de alibaba financiera acelerara la competencia entre las organizaciones de comercio financiero y  ,  por tanto  ,  incentivar la innovacion y el desarrollo del sistema financiero tradicional   ,  dijo el informe  .","b'la surgimiento de alibaba sigue correo de alibaba sigue buscando la competencia millones de comercio financiero y , por como .'","el surgimiento y rapido crecimiento de alibaba financial acelerara la competencia entre las organizaciones de comercio financiero y  ,  por tanto  ,  incentivara la innovacion y el desarrollo del sistema financiero tradicional   ,  dijo el informe  ."
374,"b'Just listen to her vent , pass her a tissue , and take her ass out on the town .\n'","basta con escuchar a su ventilacion  ,  pasar su un tejido  ,  y tomar su culo fuera en la ciudad  .","b'estaba hace como a twitter a su cuenta , sincera la casa , dale su panuelo .'","solo escucha como se desahoga  ,  dale un panuelo  ,  y llevala a dar una vuelta por la ciudad  .  ."
375,"b'In addition , Harris argued that the real power here is in the data and analytics that Adventr provides .\n'","ademas  ,  harris argumenta que el poder real aqui esta en los datos y analisis que adventr proporciona  .","b'ademas , harris , kenya wilson quienes el idea de verdad esta de los datos y analisis .'","ademas  ,  harris argumenta que el verdadero poder aqui esta en los datos y analisis que adventr proporciona  ."
376,b'And some big country kings and queens walked away with silver 10-gallon hats !\n',y algunos paises grandes reyes y reinas fueron con plata sombreros de  galones  !,b'y algunos pronto arriba y reinas de twitter !',y algunos grandes reyes y reinas del country se llevaron sombreros de plata de  galones  !
377,"b""The advantage of its platform over others , according to the company , is that it doesn' t focus on either gaming or media to the exclusion of the other .\n""","la ventaja de su plataforma sobre otros  ,  de acuerdo a la empresa  ,  es que no se centra en ya sea de juego o medios de comunicacion para la exclusion de la otra  .","b'la manera de su plataforma sobre otros , de acuerdo a la empresa , es que no se centra a la mensajeria , es que no fue que es el momento , es que no se centra en ya si fuera de juego o la tecnologia de la cuenta de'","la ventaja de su plataforma sobre otras  ,  de acuerdo a la empresa  ,  es que no se centra en ya sea juegos o media para la exclusion de la otra  ."
378,b'And huge huge HUGE props to everyone who turned this production of Hedwig and the Angry Inch into a new show !\n',y enormes enormes puntales enormes a todos los que convirtio a esta produccion de hedwig y the angry inch en un nuevo espectaculo  !,b'y obviamente desde los de obtener twitter a todos los que cannes a esta produccion de hedwig y the angry visual colgando en un nuevo espectaculo !',"y enormes  ,  enormes  ,  enormes felicitaciones a todos los que convirtieron esta produccion  hedwig y la pulgada furiosa  en un nuevo espectaculo  !"
379,b'Angela Merkel : selfie champ\n',angela merkel  autofoto campeon,b'angela merkel los mas inteligentes',angela merkel  campeona del selfie
380,"b""I mean , the record-making facility , you know , there 's a lot of hours in those records .\n""","quiero decir  ,  la facilidad de registro de decisiones  ,  ya sabes  ,  hay un monton de horas en esos registros  .","b'quiero decir , la casa de grabacion , ya sabes , hay un monton de pensamientos .'","quiero decir  ,  la facilidad de grabacion  ,  ya sabes  ,  hay un monton de horas en esos discos  ."
381,"b'Her company has redefined preserving in L.A. and been heralded for its organic , local ( within 350 miles of the kitchen ) jams made without commercial pectin .\n'","su empresa ha redefinido la preservacion en los ngeles y ha anunciado para sus  a menos de  millas de la cocina   ,  mermeladas organicas locales hechas sin pectina comercial  .","b'su empresa ha redefinido la preservacion en los angeles y ha anunciado a casa de la cocina , archivo con proyectos , escalable llegando sin pectina comercial .'","su empresa ha redefinido la preservacion en los ngeles y ha sido proclamada por sus  a menos de  millas de la cocina   ,  mermeladas organicas locales hechas sin pectina comercial  ."
382,"b""13 Things Men Don 't Want to Talk to You About 1 .\n""",cosas que los hombres no quieren hablar con usted sobre   .,b'cosas que los ojos a no la hablar a a la manera .',cosas de las que los hombres no quieren hablar contigo   .
383,"b""But if selfies are helping us see ourselves the way we want to , as suggested by Kilner 's research , is that really a bad thing ?\n""","pero si selfies nos estan ayudando a vernos de la manera que queremos  ,  como lo sugiere la investigacion de kilner  ,  es que realmente una mala cosa  ?","b'pero si las selfies cree a vernos de la manera que queremos , tal este momento podria manera alta la vida son fuera la investigacion con la duracion de sorpresa fuera la gran duda , es que realmente steve la investigacion trascendental , es que realmente algo la investigacion de'","pero si las selfies estan ayudando a vernos de la manera que queremos  ,  como lo sugiere la investigacion de kilner  ,   ¿  es en realidad una cosa mala  ?"
384,b'Several Anons pointed out that there was no way to confirm that Willman had ever been a Ferguson police officer .\n',varios anon senalo que no habia forma de confirmar que willman alguna vez habia sido un oficial de policia ferguson  .,b'ellos habia sido que no habia forma de confirmar que simplemente acaso ocurre .',varios anon senalaron que no habia forma de confirmar que willman alguna vez habia sido un oficial de policia de ferguson  .
385,b'She seemed more interested in everyone around her than her husband !\n',ella parecia mas interesado en todo el mundo alrededor de ella que su marido  !,b'ella parecia mas interesada en todo el mundo por todo el mundo genial por un que ella por aspecto de ella que su marido !',ella parecia mas interesad en todo el mundo a su alrededor que en su marido  !
386,"b""It 's because his own supporters have lost faith in him doing anything very much - he promised change and has not delivered .\n""",es porque sus propios partidarios han perdido la fe en el hacer nada mucho  que prometio el cambio y no ha emitido  .,b'es que los propios partidarios han perdido la fe en el hacer algo tiempo ya necesario como es el cambio y no ya leer aqui ella prometio estar de las palabras y no ha visto .',es debido a que sus propios partidarios han perdido la fe en el para hacer las cosas  el prometio un cambio y no lo ha hecho  .
387,"b""We 're also doing the Italian style of preserving , so we 're salting and preserving them in olive oil so we can use them all year ' round .\n""","tambien estamos haciendo el estilo italiano de la conservacion  ,  por lo que estamos salazon y preservacion de los mismos en el aceite de oliva para que podamos usarlas todo el ano  redondo  .","b'tambien te tener sentimiento de la pasa con estar ajustado con la cuenta , de video con twitter , por lo que estamos a la innovacion , por lo que estamos nos esta orgullosos de la novia , para conectar a quien que tan intentando postre a nosotros nos hablan'","tambien estamos haciendo la conservacion al estilo italiano  ,  asi que le estamos poniendo sal y preservandolos en aceite de oliva para que podamos usarlos todo el ano  redondo  ."
388,"b""And while there is lots of new potential for using consumer marketing techniques in the enterprise , let 's not be too hasty in digging an early grave for the Interwebs , shall we ?\n""","y si bien hay un monton de nuevas posibilidades para el uso de las tecnicas de marketing de consumo en la empresa  ,  vamos a no apresurarse en la excavacion de una tumba temprana para los interwebs  ,   ¿  de acuerdo  ?","b'y si hay un monton de nuevas posibilidades para el uso de la tienda de la anuncios de la app de telefonos en la linea , simplemente a no fue progresar en la web , ya a no la paga que simplemente fuera en la percepcion'","aunque hay un monton de nuevas posibilidades para el uso de las tecnicas de mercadeo de consumidores en la empresa  ,  no debemos tener prisa en la excavacion de una tumba prematuro para los interwebs  ,   ¿  de acuerdo  ?"
389,"b'"" This is , in my view , the most important bilateral climate announcement ever , "" said David Sandalow , formerly a top environmental official at the White House and the Energy Department .\n'","esta es  ,  en mi opinion  ,  la mas importante anuncio clima bilateral nunca   ,  dijo david sandalow  ,  anteriormente un oficial superior del medio ambiente en la casa blanca y el departamento de energia  .","b'esta es , en mi opinion , la mas importante de la era , la , a la sensacion , la mas importante anuncio sobre a ella , dijo david sandalow , ofrecera a su capital natural de trabajo , a la palabra , la gran trabajador , la mas'","esta es  ,  en mi opinion  ,  el mas importante anuncio sobre el clima bilateral jamas hecho   ,  dijo david sandalow  ,  anteriormente un oficial superior del medio ambiente en la casa blanca y en el departamento de energia  ."
390,"b'The company is also notable for its co-founder and CEO Brad Sams , who , along with his duties running the two-man firm , is the managing editor of Neowin , a blog that covers Microsoft closely .\n'","la compania tambien es notable por su cofundador y ceo brad sams  ,  quien  ,  junto con sus deberes de ejecutar la firma de dos personas  ,  es el jefe de redaccion de neowin  ,  un blog que cubre microsoft de cerca  .","b'la compania tambien es notable por su cofundador de realizar abrir su cofundador y gerente feed southwest , de mil populares , es la firma de porno , un blog a redaccion de profunda de facebook , tintin junto con su fuente y ceo brad sams , quien , junto'","la compania tambien es notable por su cofundador y ceo brad sams  ,  quien  ,  junto con sus deberes de manejar la firma de dos personas  ,  es el jefe de redaccion de neowin  ,  un blog que cubre microsoft de cerca  ."
391,"b'Others , admittedly a minority , ended the call with me beaten , helpless and broken .\n'","otros  ,  sin duda una minoria  ,  pusieron fin a la llamada con mi batido  ,  indefenso y quebrantado  .","b'otros , sin duda una minoria , la llamada con mi cuenta de manera , envio de facebook .'","otros  ,  sin duda una minoria  ,  terminaron la llamada con mi golpeada  ,  indefensa y estropeada  ."
392,b'That your sister is Marlo makes that last sentence somewhat true .\n',que tu hermana es marlo hace esa ultima frase algo cierto  .,b'estas tu cabeza es marlo hace esa video algo algo cierto cierto sol algo cierto .',que tu hermana sea marlo hace esa ultima frase algo cierto  .
393,b'So try to be accurate in your comment .\n',asi que trate de ser preciso en su comentario  .,b'asi que yo son porque hacerte emocion en su comentario .',asi que sea preciso con su comentario  .
394,"b'A COUPLE OF MONTHS after rSTheCon , on a muggy Thursday in June , Amber retrieved me from the frosted-glass waiting room of her new headquarters , just south of Highland Park , and gave me a tap-tap hug .\n'","un par de meses despues de rsthecon  ,  en un bochornoso jueves de junio  ,  amber me recupera de la sala de espera de cristal esmerilado de su nueva sede  ,  justo al sur de highland park  ,  y me dio un abrazo taptap  .","b'un par de meses despues de rsthecon , en un personalizacion por citas , en un grupo y el trio del servicio del frontal del grupo de puntos de un reportero del de cuenta , amber me llevo a la sala de china , y me dio un grupo de'","un par de meses despues del rsthecon  ,  en un bochornoso jueves de junio  ,  amber me vino a buscar a la sala de espera de vidrio esmerilado de su nueva sede  ,  justo al sur de highland park  ,  y me abrazo dandome unas palmaditas en la espalda  ."
395,"b'The Glee actress shared the 30 second clip on Twitter , and from the looks of it , people are loving it !\n'","la actriz de glee compartio el clip de  segundos en twitter  ,  y desde el aspecto de la misma  ,  la gente que lo ama  !","b'la actriz de natural , swifty , compartio divertido mas twitter , por twitter fue twitter por twitter por twitter !'","la actriz de glee compartio el clip de  segundos en twitter  ,  y como se ve  ,  la gente lo ama  !"
396,"b""Get Schooled in Facebook 's New Gender Terms\n""",consigue educado en nuevo condiciones de genero de facebook,b'veras muy de nuevo la nueva condiciones de genero de facebook',consigue educado en los nuevo condiciones de genero de facebook
397,b'Stormtrooper : Let me see your headphones .\n',stormtrooper  dejeme ver sus auriculares  .,b'stormtrooper le leerlo mira los auriculares .',stormtrooper  dejame que vea tus auriculares  .
398,b'The broadcasters are asking the Court to deny consumers the ability to use the cloud to access a more modern-day television antenna and DVR .\n',las emisoras estan pidiendo a la corte para negar a los consumidores la capacidad de utilizar la nube para acceder a una antena de television de hoy en dia mas y dvr  .,b'las manera humano con el centro de poner la nueva base a hacer la nube a sacar a una antena de solomon la nube para viajar a una empresa a acceder a una empresa para acceder a una antena de utilizar la nube para acceder a una antena de utilizar',las emisoras estan pidiendo a la corte negar a los consumidores la posibilidad de utilizar la nube para acceder a una antena television mas modern y al dvr  .
399,b'It reminds us of The Civil Wars with some old school Willie Nelson and a dash of Stevie Nicks !\n',nos recuerda a the civil wars con algunos de la vieja escuela de willie nelson y una pizca de stevie nicks  !,b'nos recuerda a la eliminado de la explotado de sarah and algunos de la vieja escuela de una vieja escuela de su vieja escuela de casi dejaron !',nos recuerda a the civil wars con algunos de la vieja escuela de willie nelson y una pizca de stevie nicks  !
400,"b""Questions \xe2\x80\x94 Ask And Answer is an iOS app , pictured left , that 's using video to animate and humanise the Q & A format.Spicing up the tried-and-tested Q & A format to make it fit for a visually obsessed age is energising plenty of startups at present .\n""","preguntas  preguntar y responder es una aplicacion para ios  ,  en la foto a la izquierda  ,  que es el uso del video para animar y humanizar el q  a format . spicing la q probado y probadoy un formato para que se ajuste a una edad visual obsesiona esta energizando un monton de nuevas empresas en la actualidad  .","b'questions preguntas y respuesta es una aplicacion para ios , en la foto a la izquierda , una informacion a la izquierda , la aplicacion a la izquierda , que es el por una izquierda , que es el de una famosa , siempre es la izquierda , que es'","questions preguntas y respuesta es una aplicacion para ios  ,  en la foto a la izquierda  ,  que es el uso del video para animar y humanizar el formato de preguntas y respuestas  ."
401,b'Check it out above !\n',chale un vistazo por encima  !,b'arriba por arriba por la twitter por la cuenta noticia por twitter a el twitter por escuchar el video genial !',chale un vistazo por encima  !
402,"b""So I 've got mixed feelings about going back to the grind .\n""",asi que tengo sentimientos encontrados acerca de volver a la rutina  .,b'asi que tengo sentimientos firme acerca sobre volver a la rutina .',asi que tengo sentimientos encontrados acerca de volver a la rutina  .
403,"b'Tags : anthony rapp , broadway , broadway babies , idina menzel , if-then , james snyder , musical , perez reviews , review , reviews\n'","etiquetas  anthony rapp  ,  broadway  ,  bebes de broadway  ,  menzel idina  ,  sientonces  ,  james snyder  ,  musical  ,  perez resenas  ,  comentarios  ,  opiniones","b'etiquetas brazo rapp , broadway , james su novia , idina de kendall , idina you , idina idina de broadway , idina menzel , idina idina , idina menzel , brooks , bebes divertido , idina styles , idina magnifico , estilos up , idina menzel , video'","etiquetas  anthony rapp  ,  broadway  ,  bebes de broadway  ,  idina menzel  ,  si entonces  ,  james snyder  ,  musical  ,  perez resenas  ,  comentarios  ,  opiniones"
404,"b'"" People say we don \'t work hard and it \'s all a game and whatever .\n'",la gente dice que no trabajamos duro y es todo un juego y lo que sea  .,b'la gente dice que no trabajamos duro y por encima y lo que era .',la gente dice que no trabajamos duro y que todo un juego y cosas asi  .
405,"b'I wore skirts so short that on our second date , a homeless man told me to put some pants on .\n'","yo llevaba faldas tan cortas que en nuestra segunda cita  ,  un hombre sin hogar me dijo que pusiera unos pantalones  .","b'llevaba pareja usted es una manera mas hicieran que la cuenta a una segunda cita , un hombre sin hogar me dijo que vas que me pusiera unos pantalones de adolescentes me dijo que yo me dijo que inevitablemente me pusiera unos pantalones .'","llevaba faldas tan cortas que  ,  en nuestra segunda cita  ,  un hombre de la calle me dijo que me pusiera unos pantalones  ."
406,"b""Once you 're engaged , you can pretty much guarantee you 're both getting invited to every wedding in both of your friend groups .\n""","una vez que usted esta comprometido  ,  puede casi garantizar que usted esta consiguiendo tanto invitamos a todas las bodas de sus dos grupos de amigos  .","b'una vez que puedes puedes garantizar que ustedes es gps , simplemente puedes hacer sentir una mierda con sus dos con los dos grupos de su guerra .'","una vez que estas comprometida  ,  casi puedes garantizar que ambos estan siendo invitados a todas las bodas de sus dos grupos de amigos  ."
407,"b'There are 190,000 dental offices in North America , indicating that its addressable market is quite large .\n'","hay  .  oficinas dentales en america del norte  ,  lo que indica que su mercado potencial es muy grande  .","b'hay . oficinas por whatsapp del norte , lo que indica que indica que indica que indica que indica a los alrededores por twitter por america del norte , lo que indica que indica que indica que indica que lo que indica que indica que indica que indica a recorriendo'","hay  .  oficinas dentales en america del norte  ,  lo que indica que su mercado potencial es muy grande  ,  y weave esta decidido a escalar su sistema a otros mercados verticales de salud  ,  mejorando la atencion medica y haciendola mas amigable para todos sin excepcion  ."
